"","id","tid","airline","rtag","tweet"
"2166",118085,576450114249621504,"American","vK!c7m35.Iav","@AmericanAir it's 7 days now, why is it taking so long to reply? Too few specialists? Or too many complaints?"
"2167",118086,576450633181446144,"VirginAmerica","vK!c7m35.Iav","@VirginAmerica I need to cancel the the return portion of an itinerary. Can I do this online? I think I can only cancel the entire itinerary"
"2168",118087,576450769857150976,"American","vK!c7m35.Iav","Heyyyyy @AmericanAir it's me again... You're delayed again... Nothing new here (337 nyc to chi)"
"2169",118088,576451270090862592,"Delta","vK!c7m35.Iav","all I want for Xmas is for one of my delta flights to leave on time. @Delta @DeltaAssist  time to switch to another airline."
"2170",118089,576451428211884032,"American","vK!c7m35.Iav","@AmericanAir Someone please tell me what is a ""weight load"" issue and why AA 1767 is camped on the runway at RSW with no engines on."
"2171",118090,576451789639258112,"American","vK!c7m35.Iav","@AmericanAir and @USAirways ""merger"" is a mess.  Can't even transfer passengers between flights, failed code sharing, disaster."
"2172",118091,576452495117033472,"Delta","vK!c7m35.Iav",".@DeltaAssist On flight from PBI to JFK and worried I may miss flight from JFK to DCA due to delays. Do I need to book a new flight?"
"2173",118092,576452897384239104,"American","vK!c7m35.Iav","@AmericanAir Just had THE WORST FLYING EXPERIENCE OF MY LIFE with AA"
"2174",118093,576453937458364416,"American","vK!c7m35.Iav","@AmericanAir 1st you leave my bag behind yesterday, now you can't even hit the 4hr delivery window that YOU gave me? #PreferredCustomer?"
"2175",118094,576454070472347648,"JetBlue","vK!c7m35.Iav","@JetBlue have called and left several messages and no response yet!"
"2176",118095,576454631464681472,"Delta","vK!c7m35.Iav","@kurtisnelson If the ticket doesn't start with 006, you also get screwed on your Medallion miles. cc @deltaassist"
"2177",118096,576454641241567232,"American","vK!c7m35.Iav","@AmericanAir one hour on hold to change my flight! What is going on?"
"2178",118097,576455082268491776,"American","vK!c7m35.Iav","@AmericanAir Been on hold for an hour. Mother was bumped from flight despite paying early for upgrade. Reservation number BVTDN3"
"2179",118098,576455436234334208,"JetBlue","vK!c7m35.Iav","@JetBlue EXTREMELY UPSET AND DISAPPOINTED. No accommodations to help me sit with my special needs child on a… http://t.co/InrzxGWxP4"
"2180",118099,576455625225408512,"JetBlue","vK!c7m35.Iav","@JetBlue EXTREMELY UPSET AND DISAPPOINTED. No assistance to help me sit with my special needs child on a fli… http://t.co/6zYelfBPFr"
"2181",118100,576457626986270720,"SouthWest","vK!c7m35.Iav","@SouthwestAir why is flight 194 den to Kansas City delayed? 4:55 to 6:20 :("
"2182",118101,576457831366463488,"United","vK!c7m35.Iav","@H_Rollason @united Yes I have the same question, it's absurd you let people book a ticket and then cancel!"
"2183",118102,576458663700733952,"VirginAmerica","vK!c7m35.Iav","@FiveThirtyEight Problem is Michael Jordan might actually fly to more cities than @VirginAmerica does."
"2184",118103,576459628784979968,"American","vK!c7m35.Iav",".@AmericanAir fix your planes and keep them fixed! 3 rerouted planes in one week is unacceptable! This is why I fly #southwest"
"2185",118104,576460055479914496,"American","vK!c7m35.Iav","@AmericanAir I did. They were no help at all. And once again, no compensation for being stranded in the airport overnight."
"2186",118105,576460270824005632,"Delta","vK!c7m35.Iav","@DeltaAssist will miss ATL connection - still in air - can you help?"
"2187",118106,576460464697139200,"SouthWest","vK!c7m35.Iav","This is like the shittiest experience i ever had with @SouthwestAir"
"2188",118107,576460564903268352,"American","vK!c7m35.Iav","@AmericanAir - Flight 2017. 75 min on the plane. Delayed, no information provided. Miserable experience. Never flying your airline again."
"2189",118108,576460690233294848,"American","vK!c7m35.Iav","@USAirways @AmericanAir Help! I'm stuck in limbo. Been holding for an hour after getting cut off in the middle of a booking."
"2190",118109,576460732084129792,"United","vK!c7m35.Iav","Relieved I was on a 737 cross-country until I boarded and found out that @United hates its passengers with these damed slim seats #YUHate?"
"2191",118110,576460995805089792,"Delta","vK!c7m35.Iav","@DeltaAssist Been stuck on the phone all morning trying to get on a flight to SLC.Got knocked off yesterday even though I was at the airport"
"2192",118111,576461606319755264,"JetBlue","vK!c7m35.Iav","To SF to see my daughter. Neither of us are financially solvent but I miss her so. I'll find a way. @JetBlue #FlyingItForward"
"2193",118112,576461616826478592,"American","vK!c7m35.Iav","@AmericanAir    Flight 3101 from Chicago to OKC. We have been stuck on the runway for 1 hour.  End this nightmare"
"2194",118113,576462144054505472,"Delta","vK!c7m35.Iav","@DeltaAssist *jh itinerary # 193760604587. Standby ticket # 006 7558698088 3.  6 of us trying to get to pbi. Flight from dallas was late."
"2195",118114,576462393510928384,"American","vK!c7m35.Iav","@AmericanAir bummer it looks like aa2941 to dayton is late. Any thoughts on holding aa111 at chicago?"
"2196",118115,576462608120807424,"SouthWest","vK!c7m35.Iav","@SouthwestAir Any info on flights delayed out of Indy? I'm going to miss my dinner in Orlando! 5pm departure got bumped to 7:50pm. 😩"
"2197",118116,576462846210371584,"VirginAmerica","vK!c7m35.Iav","@VirginAmerica can you help me cancel my flight?"
"2198",118117,576463543601516544,"American","vK!c7m35.Iav","http://t.co/8SEJlZJxNJ very sad. heart goes out to @AmericanAir and the family. remember airline employees are people too. #life"
"2199",118118,576463851803164672,"AlaskaAir","vK!c7m35.Iav","Wait, what @AlaskaAir free wine on this flight?? Why yes. I think I shall."
"2200",118119,576464025917235200,"American","vK!c7m35.Iav","@AmericanAir sent off my complaint 3 days ago. Still not a word.Tried to send a DM through twitter but the word allowance was too low :("
"2201",118120,576464050718117888,"JetBlue","vK!c7m35.Iav","@JetBlue I lost my blackberry on flight number 1197 from PVD to FLL. Can you help?"
"2202",118121,576464102018695168,"AlaskaAir","vK!c7m35.Iav","@AmericanAir My mom landed at LAX 30 minutes ago and is still sitting on the tarmac. She's probably gonna miss her connection to @AlaskaAir"
"2203",118122,576464102018695168,"American","vK!c7m35.Iav","@AmericanAir My mom landed at LAX 30 minutes ago and is still sitting on the tarmac. She's probably gonna miss her connection to @AlaskaAir"
"2204",118123,576464792820535296,"SouthWest","vK!c7m35.Iav","@SouthwestAir no response?"
"2205",118124,576464987880701952,"JetBlue","vK!c7m35.Iav","I just gave a speech Monday where I mentioned how great @jetblue treats Mosaic customers. Then they go and screw me royally today. Sad."
"2206",118125,576465052603133952,"United","vK!c7m35.Iav","@united stuck at home waiting for my luggage you lost.  The promised delivery slot has come and gone, &amp; driver is unreachable. Suggestions?"
"2207",118126,576465395571290112,"American","vK!c7m35.Iav","@AmericanAir weâ€™re stuck at gate b23 in Dallas on the plane! The pilot has been calling the gate and nobody will come let us off the plane"
"2208",118127,576465840704348160,"Delta","vK!c7m35.Iav","@DeltaAssist Your phone system is brutal.  Hold for 20 to get booted off.  Call back and get told to hold for 22-38 minutes.  Hire help"
"2209",118128,576466020761665536,"American","vK!c7m35.Iav","Yet another failed connection brought to you by @USAirways and @AmericanAir. #FailWhale #smh #TravelersWoes #CustomerServiceNightmares"
"2210",118129,576466152173383680,"VirginAmerica","vK!c7m35.Iav","Listen. Take the best. Leave the rest @richardbranson @VirginStartUp @virginmedia @VirginAmerica @Virgin #wisefounder http://t.co/uMXkcI6lqk"
"2211",118130,576466190589157376,"JetBlue","vK!c7m35.Iav","@Hennesseyedit @JetBlue Hate when that happens ðŸ˜’"
"2212",118131,576466357849616384,"American","vK!c7m35.Iav","@Bobbs25 @AmericanAir @ExpediaUK it's a joke when all we're trying to do is swap using the same companies!! #frustrating"
"2213",118132,576466563802386432,"SouthWest","vK!c7m35.Iav","@SouthwestAir second/last flight of my day, no wifi. You sit on a throne of lies!! http://t.co/kM5QdclMMt"
"2214",118133,576467055542546432,"SouthWest","vK!c7m35.Iav","@MikeSirois @SouthwestAir tell him to put it that on a memo and entitle it ""shit the pilot already knows"". Funny though"
"2215",118134,576467392295018496,"JetBlue","vK!c7m35.Iav","Thanks @JetBlue for ruining my birthday"
"2216",118135,576467401853648896,"JetBlue","vK!c7m35.Iav","Fellow passenger got harassed on my @JetBlue flight by a drunken man the flight attendant kept bringing drinks to. Not impressed."
"2217",118136,576467770658820096,"JetBlue","vK!c7m35.Iav","@JetBlue i have ALWAYS stood by you guys and use you constantly. what took place today on flight 526 is absolutely ridiculous."
"2218",118137,576467794541187072,"United","vK!c7m35.Iav","Oh look. Another delayed @united flight. Surprise."
"2219",118138,576467982563540992,"American","vK!c7m35.Iav","@AmericanAir smug gate agent asks us to work with other passngers to get my infant to sit wth one parent, why? bcos u mess up seat assignmnt"
"2220",118139,576468067896688640,"Delta","vK!c7m35.Iav","@DeltaAssist c/n wait for the DL444 post-flight survey to list all the ways this flight is awful. Starting w/ the basically unusable wifi."
"2221",118140,576468451465818112,"American","vK!c7m35.Iav","Wasted money on the SAT  tomorrow because @AmericanAir doesn't have a part for their plane"
"2222",118141,576468456180154368,"Delta","vK!c7m35.Iav","@GhostRobo @DeltaAssist that makes me sad :("
"2223",118142,576468639227899904,"SouthWest","vK!c7m35.Iav","@SouthwestAir has the worst in flight wifi never paying for that garbage again"
"2224",118143,576468732152664064,"Delta","vK!c7m35.Iav","I had the worst experience on a flight two weeks ago  and the reply I got, ""we're sorry"" @Delta @DeltaAssist"
"2225",118144,576468868652228608,"Delta","vK!c7m35.Iav","@DeltaAssist see my posts.. Please fix this. Your service personnel should not be ""lost"""
"2226",118145,576469283171008512,"American","vK!c7m35.Iav","Hey @united &amp; @AmericanAir Please find my lost bag. What could happen between AUSTIN &amp; ONT???"
"2227",118147,576469759400742912,"JetBlue","vK!c7m35.Iav","@JetBlue  has the worst customer support staff."
"2228",118149,576469883413647360,"American","vK!c7m35.Iav","@AmericanAir flight cancelled out of SJO to DFW today &amp; tomorrow's from SJO to MIA cancelled, too. How do I get rebooked? Phone always busy."
"2229",118150,576470039601291264,"JetBlue","vK!c7m35.Iav","@Hennesseyedit @JetBlue They are the ultimate roller coaster. Love them one minute and then swear I'll never fly them again the next."
"2230",118151,576470346313814016,"SouthWest","vK!c7m35.Iav","@lilbecks3 @SouthwestAir Which is worse? http://t.co/nnELptC7hr"
"2231",118152,576470930639179776,"JetBlue","vK!c7m35.Iav","@SandiMcKenna @JetBlue my dad is on that flight. He says there's a pothole in the runway at JFK. Part of the reason for the wait."
"2232",118153,576471014936326144,"Delta","vK!c7m35.Iav",". @DeltaAssist @Delta flight late due to mechanical. Get to my connection gate 15 minutes before departure to find boarding door closed :("
"2233",118154,576471065033105408,"United","vK!c7m35.Iav","@united your airline SUCKS and I wish it was still Continental Airlines because you ruin everything!!!!!!!!!!!!"
"2234",118155,576471314707431424,"United","vK!c7m35.Iav","Now I understand why the @TheChainsmokers got so annoyed with @united . We're constantly getting delayed more and more . #NotHappy"
"2235",118156,576471376296431616,"American","vK!c7m35.Iav","I JUST WANT TO REDEEM MY MILES!!!!!!!!!!!! @AmericanAir ): I've been on hold for 40min ahhh"
"2236",118157,576471483582676992,"American","vK!c7m35.Iav","@AmericanAir If I have 1 bag at 30#, 1 bag at 60#, why am i paying $100 for over the weight limit? RIDICULOUS!"
"2237",118158,576471690269589504,"American","vK!c7m35.Iav","MSP to SFO and the way back has taken longer than my normal trips to India. Canceling all future travel plans. Never again! @AmericanAir"
"2238",118159,576471995212173312,"American","vK!c7m35.Iav","@AmericanAir: nothing like sitting on the Tarmac waiting for a gate and missing your connecting flight!!!"
"2239",118160,576472175353311232,"Delta","vK!c7m35.Iav","@Deltaassist All main cabin seats are unavailable except upgrade. Can I wait until I get to the gate to get a seat assignment?"
"2240",118161,576472306790207488,"United","vK!c7m35.Iav","@united I've just received the worst service ever, the person in charge at the counter talked disrespectful to my with out cause"
"2241",118162,576472338809499648,"American","vK!c7m35.Iav","@CynicalTravel @AmericanAir @Delta I can understand why. AA does not hide award charts. Has not destroyed their FF program and more! :-("
"2242",118163,576472753747922944,"American","vK!c7m35.Iav","Fuck you @AmericanAir and @USAirways"
"2243",118164,576472793921036288,"American","vK!c7m35.Iav","@AmericanAir is literally the worst experience I've ever had in my life #USAirways #americanair"
"2244",118165,576472823763480576,"SouthWest","vK!c7m35.Iav","@Bschaft @SouthwestAir wait.... What!?"
"2245",118167,576473423334891520,"SouthWest","vK!c7m35.Iav","@SouthwestAir we are not impressed with you or your customer service today. ðŸ˜” #disappointed"
"2246",118168,576473542960771072,"American","vK!c7m35.Iav","@therealbill8 @AmericanAir heading to Bogota from Cali, Columbia, shortly. Better not mess me up! Games bad, but new Nike sticks will help."
"2247",118169,576473561340071936,"Delta","vK!c7m35.Iav","@DeltaAssist Is ur website down? I've typed in entire family's info 3x &amp; it can't process. Should i keep trying or wait until bug is fixed?"
"2248",118170,576473656953585664,"United","vK!c7m35.Iav","Apparently @united won't let you look at bad woodworking mid flight http://t.co/fVcdUPju1j"
"2249",118171,576473846808719360,"SouthWest","vK!c7m35.Iav","Why do you have everyone stand and get in line then wait 20+ minutes to start boarding? @SouthwestAir"
"2250",118172,576474094230757376,"JetBlue","vK!c7m35.Iav","Extremely rude employees at @loganairports @JetBlue &amp; @AuBonPain #unsatisfied #security #itsyourjob #benice #serviceindustry"
"2251",118173,576475224465485824,"SouthWest","vK!c7m35.Iav","I do not have time for a 45 minute delay @SouthwestAir ugghhhh"
"2252",118174,576475978160939008,"Delta","vK!c7m35.Iav","@DeltaAssist no wifi on long flight? Come on guys! 3/12/15 DL974 very inconvenient"
"2253",118175,576476169383489536,"AlaskaAir","vK!c7m35.Iav","I missed the announcement that @AlaskaAir is flying into JFK now. That's amazing!"
"2254",118176,576477007740940288,"AlaskaAir","vK!c7m35.Iav","@pedahzur_ak @AlaskaAir KLM, but I suspect it's Pearson Airport which is the problem 😏 Still I'm on vacation so I should let it pass 😀"
"2255",118177,576477215015178240,"VirginAmerica","vK!c7m35.Iav","@supersetgreg @ijustine @VirginAmerica Itâ€™s stuff like this that makes terrorists hate Americans."
"2256",118179,576479086249377792,"SouthWest","vK!c7m35.Iav","@SouthwestAir makes me hate flying.  Opening seating is so dumb."
"2257",118180,576479513774702592,"United","vK!c7m35.Iav","I've been waiting 8 days for a response from @united in regards to my customer care Form they insisted I fill out."
"2258",118181,576479882257035264,"SouthWest","vK!c7m35.Iav","@USATODAY @usatodaytravel @VirginAmerica @SouthwestAir ooohhhh their poor aching feet!"
"2259",118182,576479882257035264,"VirginAmerica","vK!c7m35.Iav","@USATODAY @usatodaytravel @VirginAmerica @SouthwestAir ooohhhh their poor aching feet!"
"2260",118183,576480048263356416,"American","vK!c7m35.Iav","@AmericanAir  Two hours on hold to ask a frequent flier question. Can someone please pick up!"
"2261",118184,576480237283778560,"Delta","vK!c7m35.Iav","@DeltaAssist why do you continue to delay flight 2155 ATL to SRQ? It's Friday....people want to get home. No excuse!"
"2262",118186,576480432373403648,"American","vK!c7m35.Iav","@AmericanAir it's always something. Can't ever just get on a flight without an issue. Pay for a seat, can't sit in that seat. Annoying"
"2263",118187,576481249566580736,"Delta","vK!c7m35.Iav","@DeltaAssist I was never emailed our flight I for tomorrow, and need the info ASAP. Trouble calling out and waiting for call backs!"
"2264",118188,576481381187858432,"United","vK!c7m35.Iav","Been trying to get ahold of @united customer care like they told me to except I can't reach them. Been on hold for 26 minutes now.."
"2265",118189,576481391912689664,"United","vK!c7m35.Iav","Two horrible encounters with rude @united employees when boarding UA 790 today. Reminded me why I avoid flying @united at all costs (1/2)."
"2266",118190,576481476822204416,"SouthWest","vK!c7m35.Iav","Of course my @SouthwestAir flight is delayed."
"2267",118191,576481628912005120,"SouthWest","vK!c7m35.Iav","@SouthwestAir Already a 2 1/2 hour delay and now a door issue. #notpleased"
"2268",118192,576481961067307008,"United","vK!c7m35.Iav","@djtigran @united don't worry,u waited 50 minutes to get an appointment at the doctor and guess what,was available in October! Crazyyy"
"2269",118193,576482050875777024,"Delta","vK!c7m35.Iav","Locked my account. App says call custom. service. Was on hold for 35 mins just to hear them say ""wait 24 hours."" #poorservice @DeltaAssist"
"2270",118194,576482102331461632,"American","vK!c7m35.Iav","Hey @AmericanAir how long am I going to be put on hold"
"2271",118195,576482201384038400,"AlaskaAir","vK!c7m35.Iav","@alaskaair Lori on flight #458 has terrible customer service skills.  Very dissappointed and not the usual Alaska service standards."
"2272",118196,576482463440089088,"American","vK!c7m35.Iav","Seriously US Airways...40+ minutes &amp; still holding. Taking another carrier flight; this is ridiculous @AmericanAir Your CC payment is borked"
"2273",118197,576482713026191360,"United","vK!c7m35.Iav","@united, hep. Flight delayed and will miss my connection 😔"
"2274",118198,576483872017256448,"American","vK!c7m35.Iav","@eelizabethjack @AmericanAir They never responded to me when I tweeted lol"
"2275",118199,576484000014807040,"SouthWest","vK!c7m35.Iav","Dang it, @SouthwestAir, your delayed flight out of SFO this evening is gonna cost us a birthday dinner in Redondo Beach!! I'm SO MAD at you!"
"2276",118200,576484748844896256,"United","vK!c7m35.Iav","@united  plus 36 minutes of waiting for the gate to be lowered"
"2277",118201,576486067685163008,"Delta","vK!c7m35.Iav","@DeltaAssist Been on hold for 45 minutes."
"2278",118202,576486569059602432,"AlaskaAir","vK!c7m35.Iav","Upgrade cleared at T72. Thanks @AlaskaAir #iflyalaska having a grand time in #NewOrleans will be sad to leave! #beignets #crawfish #friends"
"2279",118204,576487345106608128,"JetBlue","vK!c7m35.Iav","@JetBlue after today's delay we'll have to think twicw next time... Going into 4hrs and no updates for a long long time.  Dissapointing."
"2280",118206,576487586241191936,"SouthWest","vK!c7m35.Iav","@studio_gal @SouthwestAir will they rebook you out of oakland? And grats on using all your bad luck for the year on your birthday."
"2281",118207,576487713228087296,"United","vK!c7m35.Iav","@united ^KN I did, but never got it."
"2282",118208,576487718311632896,"American","vK!c7m35.Iav","@AmericanAir on flight 1221. Said delayed 50 mins for a hole in plane that was patched. Said finish. Still not leaving 😏"
"2283",118209,576488429883637760,"SouthWest","vK!c7m35.Iav","@SouthwestAir flight 674 out of MCO STILL waiting"
"2284",118210,576488445666664448,"SouthWest","vK!c7m35.Iav","Irish Pub bartender flies home for work, Friday before StPats, flight delayed 5hrs. Might make work on time, NOT! #MurphysLaw @SouthwestAir"
"2285",118211,576488645282136064,"JetBlue","vK!c7m35.Iav","Waiting for @Rosidelgado50 to get on her flight to PR but a 3hr delay later and shes still at JFK. Whats going on @JetBlue ? #flightissue"
"2286",118212,576488787070562304,"Delta","vK!c7m35.Iav","Hi @DeltaAssist I'm on the 9pm flight 427 from JFK to LAX which is delayed to 11pm. Why is it delayed?"
"2287",118213,576488924597506048,"American","vK!c7m35.Iav","@AmericanAir here we go again. After take off, back to DFW due to engine problem. Am I ever going to have a normal flight with #AA #unhappy"
"2288",118214,576489278173220864,"American","vK!c7m35.Iav","@AmericanAir delayed in SDF going to CLT because someone in CLT forgot to perform maintenance? How does that happen? #americanairfail"
"2289",118215,576489698920689664,"American","vK!c7m35.Iav","@AmericanAir Is there some way to get through to the Aadvantage desk? I waited on hold for an hour, callback service keeps disconnecting"
"2290",118216,576489855326162944,"AlaskaAir","vK!c7m35.Iav","On yesterday's flight home, @AlaskaAir bumped me out of my selected aisle seat to 32F - the last row window seat on a full plane. UGH!"
"2291",118217,576489903506132992,"American","vK!c7m35.Iav","@AmericanAir I had paid for priority boarding but my first flight was late and I was last on the plane. Can you refund please?"
"2292",118218,576490435083812864,"VirginAmerica","vK!c7m35.Iav","@virginamerica VERY disappointed in this airline! Cannot believe the run around they are giving me after last night's nightmare in Vegas!"
"2293",118219,576491079022854144,"Delta","vK!c7m35.Iav","@DeltaAssist I am trying to get my Delta and I have been locked? I missed my flight due to illness but I have to make this trip can you help"
"2294",118220,576491086765379584,"American","vK!c7m35.Iav","Coach on @AmericanAir has USB port &amp; charger #itsthelittlethings No #closedcaption for inflight entertainment? #fail http://t.co/2OtNOymvA5"
"2295",118221,576491168042758144,"United","vK!c7m35.Iav","@united gate attendant at EWR A27 needs anger management. Belligerent. rude. Even other united employees embarrassed. #rethinkingunited"
"2296",118222,576491893179224064,"SouthWest","vK!c7m35.Iav","@SouthwestAir I am and will probably get screwed over again and treated like a second class citizen. You know.....the usual for Southwest."
"2297",118223,576492119474450432,"United","vK!c7m35.Iav","You should be ashamed of yourself @united Paying $200 to fly out of Halifax and you say it was never confirmed. Never flying with you again"
"2298",118224,576492251574087680,"United","vK!c7m35.Iav","@heilrath @united Imagine I would destroy some of their property &amp; would ask them bring it to my place. Can #consumer #lawyers help?"
"2299",118225,576493096973832192,"SouthWest","vK!c7m35.Iav","@SouthwestAir My acct is missing points from previous flights. Customer service said to call dallas headquarters to try resolving the issue"
"2300",118226,576493615570137088,"Delta","vK!c7m35.Iav","@DeltaAssist my first flight of a connection is delayed.. and I cannot get to a person on the customer care phone number -_- #help"
"2301",118227,576493662579752960,"American","vK!c7m35.Iav","@AmericanAir it doesn't work like that. I was on hold for an hour and they did nothing. You just lost about a dozen customers."
"2302",118228,576493694351736832,"JetBlue","vK!c7m35.Iav","@JetBlue you guys saved my life today😃 another airline left me stranded and you had a flight waiting for me💝💝💝"
"2303",118229,576494097084641280,"JetBlue","vK!c7m35.Iav","@JetBlue are you more rational than your phone reps? I feel like I'm in the twilight zones with them. Never had anything like this"
"2304",118230,576494287757520896,"American","vK!c7m35.Iav","Just saw what looked like near miss between @BritishAirways 747 and @AmericanAir over Chicago. AA crossed BA path http://t.co/sRUoHX3cF4"
"2305",118231,576494347991920640,"American","vK!c7m35.Iav","Soooo here we go again. Flight number 3 In 3 weeks. Had an issue every time. Flight delayed this time. Argh! @AmericanAir"
"2306",118232,576494419114909696,"American","vK!c7m35.Iav","@AmericanAir not only did you delay twice before canceling but now you can't even FIND our luggage? #worstservice #shouldhaveseenthatcoming"
"2307",118233,576494586626899968,"Delta","vK!c7m35.Iav","@DeltaAssist Freq Flier problem for me on your website- been on hold for over 30 minutes- can you help me via DM?"
"2308",118234,576495176497025024,"American","vK!c7m35.Iav","@americanair How about a gate agent for AA 2862 SLC--&gt;LAX?  It is delayed but most passengers don't know. No one here, monitors not updated."
"2309",118235,576495181912006656,"United","vK!c7m35.Iav","$200 fly out of Halifax and @united says it was never confirmed. Never again will I fly with you. Any business is all about the customers."
"2310",118236,576495380117901312,"Delta","vK!c7m35.Iav",".@DeltaAssist We were unknowingly charged $370 for ""basic economy seats."" Very poor customer service IMO.  Very unhappy customer."
"2311",118237,576495883803447296,"VirginAmerica","vK!c7m35.Iav","Flight to Vegas REEKS of cat food.Seat 5E enjoying tuna out of can. Bad idea, @VirginAmerica. Very bad idea. #nausea http://t.co/SYG3RNKEQx"
"2312",118238,576496467147292672,"American","vK!c7m35.Iav","@AmericanAir I hope you do. Hard to believe a 4 hr delay posted 6 hours before a flt - how does that happen?"
"2313",118239,576497300148617216,"American","vK!c7m35.Iav","@AmericanAir STILL ON HOLD http://t.co/mE2UzuqxFm"
"2314",118241,576497898877255680,"American","vK!c7m35.Iav","@AmericanAir If you're going to allow US Air to operate as a dumpster fire, why even bother. Zero chance of scheduling around a flight."
"2315",118242,576498167505637376,"American","vK!c7m35.Iav","@AmericanAir what's up? not 1 but 2 convos w EXPlat desk today that ;(  completely wrong info from one + other rude.  #notmyusualexperience"
"2316",118244,576499372231241728,"American","vK!c7m35.Iav","So frustrated I don't know what to do! @AmericanAir also cancelled his return flight and he needs to get to Chicago by tonight. #cantbelieve"
"2317",118245,576499411578130432,"Delta","vK!c7m35.Iav","@DeltaAssist @Delta is it 2 much to ask to send a text/email when you decide last minute to change aircraft? UGH! annoying. #KeepDescending"
"2318",118246,576499723562921984,"American","vK!c7m35.Iav","@AmericanAir lets see. Airline error caused me to miss my connection. Flight they ""reaccomodated"" me with made me miss work AND left me"
"2319",118247,576499840391213056,"United","vK!c7m35.Iav","@united filed claim on JANUARY 30th. still no follow-up almost 2 m later. absolute worst customer service - never flying @united again!"
"2320",118248,576500245808300032,"American","vK!c7m35.Iav","@AmericanAir Boom!!!!! 4-11-15      wait on it ."
"2321",118249,576500450075131904,"United","vK!c7m35.Iav","@ColMorrisDavis @united It's a sad statement when we feel the need to praise someone for simply doing their job."
"2322",118251,576501286025195520,"VirginAmerica","vK!c7m35.Iav","Oh how I wish I was on a @VirginAmerica flight right now. Delayed on tarmac for crew unavailability and no way to pre-order a drink. Grrr"
"2323",118252,576501612920889344,"Delta","vK!c7m35.Iav","@DeltaAssist it's been 20 mins, no bags on the carousel. Don't I get bonus miles now?"
"2324",118253,576502039531954176,"American","vK!c7m35.Iav","#fewminutesmyass come on @USAirways@AmericanAir .There needs to be a policy that mandates a full disclosure of why I had to wait for an hour"
"2325",118254,576502250731794432,"American","vK!c7m35.Iav","@AmericanAir again delayed!!!!!! Sr Management please work on your on time performance #flightdelay"
"2326",118255,576502328154464256,"SouthWest","vK!c7m35.Iav","@SouthwestAir Didn't realize you give up boarding status when traveling with 11 Year Old? He's companion and it's never happened before."
"2327",118256,576502425533579264,"VirginAmerica","vK!c7m35.Iav","@ijustine @VirginAmerica This is why you shouldn't have pigs. All those lost pigs scattered across the nation would be a big scandal 😊"
"2328",118257,576502566533656576,"United","vK!c7m35.Iav","After completing boarding we realized that we are missing the captain of @united UA340. Sigh. This sucks. #UnitedAirlines"
"2329",118258,576502747589177344,"JetBlue","vK!c7m35.Iav","@JetBlue Hi! Third phone call in two days, on hold for 15 mins+, all I want is an emailed receipt so I can keep our expenses team happy."
"2330",118260,576503778393923584,"American","vK!c7m35.Iav","@AmericanAir overhaul your operations and logistics departments....absolutely terrible"
"2331",118261,576504576523837440,"JetBlue","vK!c7m35.Iav","Forgot how bad #boston traffic was when I started to the airport for my @JetBlue flight to DC #hopeimakeit"
"2332",118262,576504806971432960,"AlaskaAir","vK!c7m35.Iav","@alaskaair You missed your 20-min guarantee on flight 746 today. Landed: 5:10, baggage 5:50"
"2333",118263,576505034785075200,"SouthWest","vK!c7m35.Iav","@Delta 8 flights in 2 weeks. Only 3 were on time. This isn't baseball, that's a terrible average. I'm sorry I ever left @SouthwestAir"
"2334",118264,576505674907058176,"American","vK!c7m35.Iav","Looks like plan to fly home for daughter's lacrosse, then back to #SXSW, foiled by another @americanair late arrival. DFW overnight, anyone?"
"2335",118265,576505949340504064,"American","vK!c7m35.Iav","My @USAirways flight is delayed?! I'm am shocked!! @AmericanAir #worstairline #nowthatairtranisgone"
"2336",118266,576506350118678528,"Delta","vK!c7m35.Iav","@DeltaAssist trying to find out why flight reservation was changed. On hold for &gt;40 min &amp; no answer."
"2337",118267,576506784090836992,"United","vK!c7m35.Iav","@united excelled themselves by taking 90 mins to fix a drinks trolly! Just take it off and fly &amp; you have no unhappy customers / lost money"
"2338",118268,576507001523539968,"American","vK!c7m35.Iav","@AmericanAir 7 segments short and you take my Executive Platinum status away? This is after flying almost exclusively for 4 yr. Shame on you"
"2339",118269,576507356663529472,"American","vK!c7m35.Iav","@AmericanAir your phone reservation system is maddening. Been on hold for an hour"
"2340",118270,576507382110429184,"American","vK!c7m35.Iav","@AmericanAir Flew with you on saturday 7th. My baggage was lost for 2 days.Id like to complain and aks for refund.Who do I have to contact?"
"2341",118271,576507449378627584,"United","vK!c7m35.Iav","@Vorkorsigan @united Still trying to get my head round a 1.5 hour delay trying to fix a drinks trolley.  Unbelievable!"
"2342",118272,576507525408763904,"SouthWest","vK!c7m35.Iav","@SouthwestAir massive Facebook scam event ""SW Airlines Ticket Giveaway"" you guys might wanna try to kill it before it gets any bigger"
"2343",118273,576508919020851200,"United","vK!c7m35.Iav","MyPOV: @united #369 please turn on the Apu. Cabin temp 93 f #fail"
"2344",118274,576509679179685888,"SouthWest","vK!c7m35.Iav","Hey @SouthwestAir I want my $8 back. Wifi so crappy I couldn't even send this hate tweet. #SXSW"
"2345",118275,576510204122103808,"United","vK!c7m35.Iav","Waiting to hear from @united if I'm getting to my grandfather's funeral or not. #oversold #SAV #YouKnowHowManySeatsAreOnAPlane."
